seed,stage,treatment,mae,bias,correlation,calibration_slope,rate,count
4,observable_cate_holdout,whatsapp,0.2115786668016962,0.0268585550306113,0.0711125000883484,0.0081685312887865,,
4,abstention,combined,,,,,0.13,117.0
5,propensity_oof,none,0.0376313780947726,-0.0136021727810074,0.9031045102546807,0.833872609107808,,
5,outcome_nuisance_oof,none,0.0970510123191936,0.0006089617228532,0.8778338091744439,0.7608463670457879,,
5,propensity_oof,retry,0.0401302047619172,0.0183784763192086,0.9212624997469852,0.8306088348143574,,
5,outcome_nuisance_oof,retry,0.064707177551771,-0.0107632962237269,0.9191038664213934,0.8517322062982512,,
5,propensity_oof,whatsapp,0.027407351040389,-0.0047763035382012,0.8425246962440404,0.7745836254644255,,
5,outcome_nuisance_oof,whatsapp,0.1335093451695239,0.0114837315223329,0.8508591648756582,0.5945021427893823,,
5,observable_cate_holdout,retry,0.1635553153250891,-0.0203885384914155,0.1123836326112073,0.0069130119663141,,
5,observable_cate_holdout,whatsapp,0.2134728034268364,0.0181740563789855,-0.0457958632268754,-0.0050852685876722,,
5,abstention,combined,,,,,0.0888888888888888,80.0
6,propensity_oof,none,0.0329840223197658,0.0002082194351906,0.9308162933672436,0.8010162805547955,,
6,outcome_nuisance_oof,none,0.0906156509666661,0.0212870810666509,0.8907565075970515,0.7851000490583706,,
6,propensity_oof,retry,0.037833569842793,0.0004019058150872,0.9219411344157804,0.8064072003226832,,
6,outcome_nuisance_oof,retry,0.0784665843255925,0.0194596328504363,0.904859701391538,0.8145482792172664,,
6,propensity_oof,whatsapp,0.0265870123896139,-0.0006101252502779,0.8175409146521782,0.7752191453039631,,
6,outcome_nuisance_oof,whatsapp,0.1381094260964766,0.0265748446265171,0.7113914270815016,0.5935364088942554,,
6,observable_cate_holdout,retry,0.1708265072765109,-0.0013923097316408,0.0343949988987603,0.0020168558353064,,
6,observable_cate_holdout,whatsapp,0.2150357159889345,0.0044704730688751,0.0279776996701944,0.0032402619760704,,
6,abstention,combined,,,,,0.1088888888888888,98.0
7,propensity_oof,none,0.0293025876185775,0.006565635899611,0.9331308128586078,0.8895601114017119,,
7,outcome_nuisance_oof,none,0.0836747535371124,0.0036300813515899,0.8936684031047926,0.8350513137287133,,
7,propensity_oof,retry,0.0352676360980412,-0.0024130523723774,0.9172199898022592,0.9225595105353368,,
7,outcome_nuisance_oof,retry,0.0586574425142398,-0.0031120344197532,0.9385542134324696,0.8747217734329527,,
7,propensity_oof,whatsapp,0.0195768603965555,-0.0041525835272335,0.8887173514871963,0.9534417078934776,,
7,outcome_nuisance_oof,whatsapp,0.1221210238377876,0.0008763636239525,0.8144144350658769,0.6504226469669976,,
7,observable_cate_holdout,retry,0.147594156967413,-0.0058299049688552,0.0019922684400202,0.0001464261973442,,
7,observable_cate_holdout,whatsapp,0.2097159393570416,-0.0565000320890348,0.0603093877305927,0.0070589784091269,,
7,abstention,combined,,,,,0.1411111111111111,127.0
8,propensity_oof,none,0.0256841819594247,-0.0068537573430787,0.9531374495966178,0.8634504839904239,,
8,outcome_nuisance_oof,none,0.0853988324776548,-0.0399304092122531,0.9014987976099704,0.8435691454405836,,
8,propensity_oof,retry,0.032083718463003,0.0147838594786548,0.9484130468116876,0.8676911989838372,,
8,outcome_nuisance_oof,retry,0.0593497200519261,-0.0004787007098567,0.9364672581690838,0.858461743864774,,
8,propensity_oof,whatsapp,0.023010698588506,-0.007930102135576,0.866475775772319,0.9162973050966466,,
8,outcome_nuisance_oof,whatsapp,0.1162063421915574,-0.0136754248753391,0.7904231047682152,0.6745962091113932,,
8,observable_cate_holdout,retry,0.1630093246384769,0.0467040795262478,-0.0799120785223819,-0.0049419294927524,,
8,observable_cate_holdout,whatsapp,0.1958648734510595,0.0142465550867239,-0.0143429469338853,-0.0017945728609426,,
8,abstention,combined,,,,,0.1277777777777777,115.0
9,propensity_oof,none,0.0295397500090116,-0.0020292665233142,0.9395371231198844,0.8261873470004665,,
9,outcome_nuisance_oof,none,0.0894514932151382,-0.0223050080023495,0.913107729343399,0.7592452090100239,,
9,propensity_oof,retry,0.0306963596996208,0.006808740485217,0.94205008200022,0.886888946257977,,
9,outcome_nuisance_oof,retry,0.0650483037871394,0.0047250496124314,0.9407118102149784,0.8136670651391091,,
9,propensity_oof,whatsapp,0.0225354010395346,-0.0047794739619028,0.8049372044163384,0.9328651713241108,,
9,outcome_nuisance_oof,whatsapp,0.1143408437711479,-0.0048190659756404,0.753638299858768,0.7380747143338039,,
9,observable_cate_holdout,retry,0.1617966531708779,0.0228180577023783,0.1289212558673645,0.008347655648259,,
9,observable_cate_holdout,whatsapp,0.2297274502800761,-0.0007296996347893,0.0651168056484204,0.0068255926985783,,
9,abstention,combined,,,,,0.1866666666666666,168.0
